[00:00:00.129 --> 00:00:01.990]  The Alex Jones Show.
[00:09:58.725 --> 00:10:03.987]  And Hannigan is just one of many who have carted evidence up to some of these grand juries.
[00:10:03.987 --> 00:10:08.589]  And I happen to know that a lot of evidence has been taken to Elliot Spitzer's
[00:10:09.011 --> 00:10:17.091]  Grand jury up in either it's either in New York or Albany he and uh... what's his name the other Morgenthau and uh... they've done nothing and they've had this evidence for
[00:10:17.938 --> 00:10:19.259]  Six, seven, eight, nine months.
[00:10:19.259 --> 00:10:27.322]  I was about to say, we know that criminal complaints have been filed by families and lawyers with Spitzer and others.
[00:10:27.322 --> 00:10:28.682]  So, again, that's part of the record.
[00:10:28.682 --> 00:10:35.905]  Yeah, his issue, I believe, Alex, is, you know, get the reputation as being a crime buster for, you know, stock market fraud.
[00:10:35.905 --> 00:10:37.085]  And then be a white washer.
[00:10:37.085 --> 00:10:44.308]  But it's linked, yes, but stock market is fraud and people make money off of 9-11 and stock market fraud is involved in all of this.
[00:10:44.787 --> 00:10:49.551]  And, you know, it's like every time you turn over one rock, it leads to another piece of evidence.
[00:10:49.551 --> 00:10:51.892]  You go into one door, it opens up another door.
[00:10:51.892 --> 00:10:55.615]  So those are issues that are going to have to be dealt with.
[00:10:55.615 --> 00:11:00.599]  So if people like Mr. Hannigan is handing over documents,
[00:11:01.238 --> 00:11:03.860]  Uh, through other people or through himself or whatever.
[00:11:03.860 --> 00:11:05.082]  He's one of many.
[00:11:05.082 --> 00:11:07.944]  And this evidence is finding its way to the grand jury.
[00:11:07.944 --> 00:11:09.145]  Well, he's doing a great job.
[00:11:09.145 --> 00:11:12.788]  We appreciate him on, you know, folks out there that have these contacts.
[00:11:12.788 --> 00:11:18.173]  But I mean, to go back to why intelligence is mad, and we know this, this has even been in the mainstream news.
[00:11:18.553 --> 00:11:21.438]  I mean, they sell out Valerie Plame and all those under.
[00:11:21.438 --> 00:11:23.802]  They sell out countless other agents.
[00:11:23.802 --> 00:11:25.384]  They're constantly lying.
[00:11:25.384 --> 00:11:28.550]  They're constantly... And look, people aren't dumb in intelligence.
[00:11:28.550 --> 00:11:30.813]  They know other compartmentalized groups carried out 9-11.
[00:11:30.813 --> 00:11:32.155]  Now, Mr. Hannigan says...
[00:11:33.473 --> 00:11:33.833]  Yes, stay there.
[00:11:33.833 --> 00:11:35.414]  Tom Blanco, stay with us, folks.
[00:11:57.509 --> 00:12:00.792]  Gano Café is the new energy drink that's sweeping the globe.
[00:12:00.792 --> 00:12:02.793]  Already a number one beverage in Asia.
[00:12:02.793 --> 00:12:06.716]  Gano Café is the new energy drink for coffee, tea, and cocoa lovers.
[00:12:06.716 --> 00:12:12.720]  What makes Gano Café special is the secret ingredient Reishi, a concentration of six species of red mushroom.
[00:12:12.720 --> 00:12:18.705]  Also known as the miraculous king of herbs, known for its high nutritional value, Reishi packs a bigger punch than ginseng.
[00:12:18.985 --> 00:12:22.870]  One packet of Gano Café is the energy equivalent of a whole pot of coffee.
[00:12:22.870 --> 00:12:27.836]  All-natural Gano Café tastes great and is a drug-free alternative for optimal health and longevity.
[00:12:27.836 --> 00:12:33.022]  With several delicious varieties, including mocha, hot cocoa, and the Brazilian coffee classic.
[00:12:33.022 --> 00:12:35.625]  You can experience Gano Café for yourself.
[00:12:35.625 --> 00:12:38.529]  Find out what people around the world are drinking for energy.
[00:12:38.769 --> 00:12:42.171]  And to meet the demands of a busy day, the natural and healthy way.
[00:12:42.171 --> 00:12:43.652]  Try Gano Cafe today.
[00:12:43.652 --> 00:12:50.477]  Visit www.healthycoffeeonline.us or call 888-784-0718.
[00:12:50.477 --> 00:12:53.038]  Call now and receive a free gift with your first order at 888-784-0718.
[00:12:57.111 --> 00:13:00.453]  Introducing the most efficient gravity filter available.
[00:13:00.453 --> 00:13:04.876]  You know, if you were to throw 100 ball bearings at a magnet, most would bounce off.
[00:13:04.876 --> 00:13:07.858]  But, if you placed them on the magnet, all would stick.
[00:13:07.858 --> 00:13:10.460]  The same principle applies in water filtration.
[00:13:10.460 --> 00:13:19.285]  Most filtration systems force water through the filter at 60 to 90 PSI, causing water molecules to race through the filter in less than a second.
[00:13:19.285 --> 00:13:20.826]  The Berkeley Light is different.
[00:13:20.826 --> 00:13:25.009]  Water molecules take 5 to 10 minutes to pass through the torturous path
[00:13:25.329 --> 00:13:26.090]  We're good to go!
[00:13:55.009 --> 00:13:56.851]  Currency devaluation.
[00:13:56.851 --> 00:13:57.251]  Inflation.
[00:13:57.251 --> 00:13:58.132]  One and the same.
[00:13:58.132 --> 00:14:03.418]  If you had deposited $100,000 in a bank at 1% in a 30-month period dating from May 24, 2005, here is what happened to your funds.
[00:14:15.109 --> 00:14:18.714]  The dollar lost 33% of its value in that time frame.
[00:14:18.714 --> 00:14:19.435]  The bank paid you 1%.
[00:14:19.435 --> 00:14:20.796]  Your $100,000 now has a net purchasing power of $68,000.
[00:14:20.796 --> 00:14:21.417]  Here is reality.
[00:14:21.417 --> 00:14:24.281]  The devaluation of currency equals real inflation.
[00:14:32.918 --> 00:14:37.342]  Keep in mind how the value of your paper assets are measured in dollars.
[00:14:37.342 --> 00:14:42.007]  Gold in the same time frame increased 35% in value.
[00:14:42.007 --> 00:14:46.331]  Learn how to protect and profit in this truly unstable world economy.
[00:14:46.331 --> 00:14:47.833]  Call Midas Resources at 1-800-686-2237.
[00:14:47.833 --> 00:14:48.073]  That's 1-800-686-2237.
[00:14:56.767 --> 00:15:01.670]  Imagine enjoying your own health spa in the comfort of your own home daily at a fraction of the cost.
[00:15:01.670 --> 00:15:02.750]  No more imagining!
[00:15:02.750 --> 00:15:06.772]  It's time to experience the relaxing and rejuvenating Total Health Spa by HTE.
[00:15:06.772 --> 00:15:13.116]  The Total Health Spa consists of two medical devices working together to promote increased circulation and oxygenation.
[00:15:13.116 --> 00:15:19.079]  Helped to support proper body function through detoxification, cell regeneration, stress reduction, and so much more.
[00:15:19.079 --> 00:15:21.120]  The Total Health Spa begins with the original.
[00:15:21.340 --> 00:15:21.620]  I think so.
[00:15:40.592 --> 00:15:43.033]  It makes you feel absolutely terrific!
[00:15:43.033 --> 00:15:46.956]  The most effective and affordable complete body treatment available today.
[00:15:46.956 --> 00:15:52.359]  Call now and experience the Total Health Spa for a 14-day unconditional money-back guarantee.
[00:15:52.359 --> 00:15:52.939]  Call now 1-877-300-0040.
[00:15:52.939 --> 00:15:55.140]  So we've got all this criminality going on.
[00:15:55.140 --> 00:15:55.440]  Admittedly.
[00:16:09.796 --> 00:16:26.824]  All these people around El Presidente in the past few years, past four years, being indicted, going to prison, all over the place, and then there are criminal grand juries impaneled, looking at the plane incident, and then we start hearing that they've been indicted.
[00:16:26.824 --> 00:16:28.305]  Now again, I don't know if that's true or not.
[00:16:28.305 --> 00:16:32.687]  I'm going to talk to Tom Flacco about it, but I know this, they can also use these grand juries
[00:16:33.354 --> 00:16:41.519]  To suck up all the data, and to have good people come forward and have whistleblowers blow their whistles there, and then never do anything with it.
[00:16:41.519 --> 00:16:44.020]  I call it kind of a sponge operation.
[00:16:44.020 --> 00:16:50.904]  And I'm not saying that's what's happening here, but they own and run a lot of these federal grand juries, and I know they control these U.S.
[00:16:50.904 --> 00:16:53.545]  attorneys, but we have seen rogue ones in the past.
[00:16:53.545 --> 00:16:59.649]  I don't trust Spitzer as far as you can throw him in New York with the state's office.
[00:17:00.692 --> 00:17:04.955]  But I do know intelligence people are mad and know what's going on.
[00:17:04.955 --> 00:17:06.956]  Tom, finish up what you were trying to say.
[00:17:06.956 --> 00:17:09.038]  You're exactly correct with that issue.
[00:17:09.038 --> 00:17:12.080]  The Spitzer situation is out of control.
[00:17:12.080 --> 00:17:13.701]  He's not really there.
[00:17:13.701 --> 00:17:15.082]  They're working on securities.
[00:17:15.495 --> 00:17:18.277]  But they're not getting into the 9-11 issues.
[00:17:18.277 --> 00:17:22.179]  There's plenty of evidence, as you know, with regard to the trading and so forth that went on.
[00:17:22.179 --> 00:17:26.061]  And it was more massive than I had known before.
[00:17:26.061 --> 00:17:30.184]  And there was evidence and indications of that, that it's coming forth.
[00:17:30.184 --> 00:17:39.029]  Now also, as far as Mr. Fitzgerald goes, yeah, he's got a lot of authority and there's issues now.
[00:17:39.029 --> 00:17:43.512]  I believe that they can't fire him a la the Archibald Cox situation because
[00:17:44.368 --> 00:17:52.636]  It would be akin to what happened with the Nixon situation, where he tried to cut off future investigation of the criminality.
[00:17:52.636 --> 00:17:56.519]  But what they've got now is a situation where they've got to neuter him or something.
[00:17:56.519 --> 00:18:02.044]  And your issue of the sponge issue is very, very possible.
[00:18:02.044 --> 00:18:08.469]  Seeking and getting information and grabbing and finding out who the witnesses are, find out what the testimony is, the word gets back.
[00:18:08.469 --> 00:18:11.732]  And what's amazing to me, Alex, is here you had
[00:18:12.230 --> 00:18:21.254]  All these individuals, the President, the Vice President, all of his staff, all the counselors, the Attorney General, the former Attorney General, all been subpoenaed that never made the news.
[00:18:21.254 --> 00:18:22.414]  That's news in itself, Alex!
[00:18:22.414 --> 00:18:38.781]  Well, to show you how fake the left-right paradigm is, and how at the top the parties are all together, don't think that Mary Madeline would be allowed to work as a Chief Advisor in the White House for two seconds if Carville wasn't on board.
[00:18:39.701 --> 00:18:41.983]  And this goes back to the Bushes.
[00:18:41.983 --> 00:18:49.947]  We know, being in business with Clinton, and now Barbara calls him son, and he's a surrogate member of the family.
[00:18:49.947 --> 00:18:52.949]  I mean, you've got this husband and wife team.
[00:18:52.949 --> 00:18:59.333]  Mary Madeline and Carville are married, and she's one of the top strategists in the White House.
[00:18:59.333 --> 00:19:02.174]  That's just a side issue.
[00:19:02.174 --> 00:19:06.297]  Yes, that's a very important point, and oftentimes neglected by most people.
[00:19:07.077 --> 00:19:08.298]  You know, not really considered.
[00:19:08.298 --> 00:19:09.538]  There's no question about that.
[00:19:09.538 --> 00:19:18.021]  You've got all these issues and you've got individuals that are there who are a part of this, but you had subpoenas.
[00:19:18.021 --> 00:19:20.462]  All these people went and got subpoenas.
[00:19:20.462 --> 00:19:22.303]  That never made the news.
[00:19:22.303 --> 00:19:24.924]  Then they get to go in and testify.
[00:19:24.924 --> 00:19:25.424]  Think about it.
[00:19:25.424 --> 00:19:33.927]  The President of the United States, the Vice President, Alberto Gonzales, the current Attorney General, former Attorney General Ashcroft, all testifying.
[00:19:34.939 --> 00:19:40.101]  And they've got, if they haven't all testified, at least some of them have testified.
[00:19:40.101 --> 00:19:42.643]  We don't know the details of that, where they testified.
[00:19:42.643 --> 00:19:43.943]  No, I know, I've listened.
[00:19:43.943 --> 00:19:45.984]  That has not made the news, Alex.
[00:19:45.984 --> 00:19:48.285]  That subpoena would be major news.
[00:19:48.285 --> 00:19:50.686]  The testimony would be more major news.
[00:19:50.686 --> 00:19:52.387]  None of it is on the air.
[00:19:52.387 --> 00:19:55.388]  Left-wingers, right-wingers, it's not on the air.
[00:19:55.388 --> 00:19:57.089]  The Democrats aren't talking about it.
[00:19:57.089 --> 00:19:58.850]  Republicans aren't talking about it.
[00:19:58.850 --> 00:20:03.052]  And now I come along and say, in a criminal grand jury where there's been subpoenas, where there have been
[00:20:03.972 --> 00:20:05.313]  There has been testimony.
[00:20:05.313 --> 00:20:14.177]  Now I'm saying that there have been indictments through my source, Thomas Hennigan, who is providing, now think about it, he's providing evidence to the Grand Jury.
[00:20:14.177 --> 00:20:21.720]  Is it possible that he, is it possible that friends around him have sources within or surrounding the Grand Jury?
[00:20:21.720 --> 00:20:23.181]  I think it's quite possible.
[00:20:23.181 --> 00:20:25.522]  Now the other reason I went with the Tom Hennigan issue
[00:20:26.238 --> 00:20:29.100]  I've been on the phone with him quite a bit over the last few months.
[00:20:29.100 --> 00:20:36.066]  He has analyzed documents which I didn't understand that well because I had not had the background.
[00:20:36.066 --> 00:20:37.087]  I've had a relationship.
[00:20:37.087 --> 00:20:39.008]  I've heard him on the air.
[00:20:39.008 --> 00:20:41.350]  He is tremendously articulate.
[00:20:41.350 --> 00:20:43.552]  He's a real patriot as far as I'm concerned.
[00:20:43.552 --> 00:20:47.615]  A lot of people are going to say, oh, you're being snookered by somebody that's trying to diss him.
[00:20:47.615 --> 00:20:49.316]  No, not when you talk with somebody.
[00:20:49.316 --> 00:20:52.479]  When I talk to Alex Jones four, five, six, seven times,
[00:20:52.833 --> 00:20:56.114]  You get a little bit about Alex Jones' personality.
[00:20:56.114 --> 00:20:57.175]  Same thing with Jeff Rentsch.
[00:20:57.175 --> 00:21:01.456]  Any of the guys that I go on the air with, you get to know a little bit about them.
[00:21:01.456 --> 00:21:06.278]  I trust this guy and I believe that I'm looking at the documents that he's shown me.
[00:21:06.278 --> 00:21:11.220]  I have some handwriting samples of the people that wrote a couple of these documents myself.
[00:21:11.220 --> 00:21:14.901]  I had them before he showed me what he had and gave them to me.
[00:21:14.901 --> 00:21:19.743]  This other story, which deals with the financial terrorism, is absolutely incredible.
[00:21:20.242 --> 00:21:25.384]  The documents prove that there was knowledge of things going on after the attacks.
[00:21:25.384 --> 00:21:27.425]  And that's where we're getting into 9-11.
[00:21:27.425 --> 00:21:31.266]  And this evidence has also been presented to the grand jury.
[00:21:31.266 --> 00:21:33.107]  All these documents, it's already there.
[00:21:33.107 --> 00:21:38.408]  It's the only reason I was allowed to write about it, because they already have it, they've already discussed it.
[00:21:38.408 --> 00:21:45.331]  And then that ties into Civil Levens, who's saying they're a bunch of drug dealing murderers, basically, in the White House.
[00:21:47.382 --> 00:21:48.783]  We're on the march.
[00:21:48.783 --> 00:21:51.304]  The Empire's on the run.
[00:21:51.304 --> 00:21:59.247]  Alex Jones and the GCN Radio Network.
[00:21:59.247 --> 00:22:06.350]  You know that for nuclear threats and their deadly radiation, the federal government has been openly announcing that it's no longer a matter of if but when.
[00:22:06.350 --> 00:22:08.972]  What you need to know next is, what is happening?
[00:22:08.972 --> 00:22:11.273]  Is your family safe right where you are?
[00:22:11.273 --> 00:22:16.615]  Only a personal radiation detector that's always with you and on can give you that instant assurance.
[00:22:16.995 --> 00:22:21.718]  The Keychain Attachable Nuke Alert was specifically designed to meet this critical crisis need.
[00:22:21.718 --> 00:22:24.480]  Small, portable, and on 24 hours a day.
[00:22:24.480 --> 00:22:29.803]  With its 10-year battery, the Nuke Alert is always with you to alert you to dangerous levels of radiation.
[00:22:29.803 --> 00:22:34.907]  The patented Nuke Alert has even passed the rigorous military EMP test and has been acquired by the U.S.
[00:22:34.907 --> 00:22:36.888]  military and numerous other government agencies.
[00:22:37.408 --> 00:22:40.792]  See the Keychain Attachable Nuke Alert at nukealert.com.
[00:22:40.792 --> 00:22:43.475]  That's N-U-K-A-L-E-R-T dot com.
[00:22:43.475 --> 00:22:45.056]  Or call 830-672-8734.
[00:22:45.056 --> 00:22:50.081]  See the Keychain Attachable Nuke Alert at nukealert.com.
[00:22:50.081 --> 00:22:52.524]  That's N-U-K-A-L-E-R-T dot com.
[00:22:52.524 --> 00:22:53.024]  Or call 830-672-8734.
[00:22:57.023 --> 00:22:59.064]  You've asked for them and now they're here!
[00:22:59.064 --> 00:23:10.149]  Hello folks, Alex Jones introducing you to the new Berkey PF2 Fluoride and Arsenic Reduction Elements for exclusive use with the Berkey Light's Black Berkey Purification Elements.
[00:23:10.149 --> 00:23:14.751]  The Berkey's PF2 simply screw onto the stem of the Black Berkey Purification Element.
[00:23:14.751 --> 00:23:26.077]  When used, water flows through the purification elements where pathogenic bacteria, harmful chemicals, radon-222, heavy metals, nitrates, foul taste and odors are separated from the water.
[00:23:26.657 --> 00:23:33.902]  The water then flows through the PF2 elements, where fluoride, arsenic, and other residual heavy metal ions are separated.
[00:23:33.902 --> 00:23:36.544]  Your purified water is now ready!
[00:23:36.544 --> 00:23:41.827]  If you have fluoride or arsenic in your water, you need the Berkey PF2 post-filter elements.
[00:23:41.827 --> 00:23:47.991]  Get a set of two for only $49, or get two sets for only $89 by calling New Millennium at 888-803-4438.
